id,group,transaction_id,transaction_type,recipient_name,recipient_email,amount,currency,fuel_type,quantity_liters,truck_number,truck_id,departure_date,arrival_date,storage_location,contract_ref,notes,created_at,metadata
425,Group B,BPCL-TXN-9636236,incoming,Kavita Jain,kavita.jain@bpcl.co.in,218298.69,INR,ATF,43534,TRK6185,TID496086,,2025-03-15,TankFarm-7,CNTR-25282,Requires escort,2025-03-04T03:44:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 43534, ""truck_count"": 1, ""contract_ref"": ""CNTR-25282"", ""storage_location"": ""TankFarm-7""}"
426,Group C,BPCL-TXN-6636598,outgoing,Rahul Nair,rahul.nair@bpcl.co.in,613306.45,INR,LDO,11920,TRK5907,TID480983,2025-02-25,,TankFarm-4,CNTR-28142,Requires escort,2025-03-10T06:18:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 11920, ""truck_count"": 1, ""contract_ref"": ""CNTR-28142"", ""storage_location"": ""TankFarm-4""}"
427,Group A,BPCL-TXN-5988206,incoming,Anil Jain,anil.jain@bpcl.co.in,608337.19,INR,Naphtha,11026,"TRK2552,TRK6518,TRK5478,TRK2102,TRK9700,TRK8786","TID547852,TID319927,TID464187,TID934301,TID180385,TID783185",,2025-02-08,TankFarm-9,CNTR-24913,Quality check required,2025-03-26T17:20:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 11026, ""truck_count"": 6, ""contract_ref"": ""CNTR-24913"", ""storage_location"": ""TankFarm-9""}"
428,Group B,BPCL-TXN-7749490,incoming,Vikram Bansal,vikram.bansal@bpcl.co.in,398642.69,INR,Naphtha,16835,TRK9457,TID295600,,2025-03-15,TankFarm-8,CNTR-23489,Temperature sensitive,2025-02-04T20:34:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 16835, ""truck_count"": 1, ""contract_ref"": ""CNTR-23489"", ""storage_location"": ""TankFarm-8""}"
429,Group C,BPCL-TXN-8276689,outgoing,Kavita Bansal,kavita.bansal@bpcl.co.in,551795.92,INR,MS,35227,TRK4287,TID481969,2025-03-01,,TankFarm-3,CNTR-23938,Customs hold,2025-03-29T09:54:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 35227, ""truck_count"": 1, ""contract_ref"": ""CNTR-23938"", ""storage_location"": ""TankFarm-3""}"
430,Group A,BPCL-TXN-6346113,incoming,Ajay Patel,ajay.patel@bpcl.co.in,484597.43,INR,ATF,22493,"TRK3631,TRK5201,TRK4868","TID525581,TID350067,TID219074",,2025-01-20,TankFarm-4,CNTR-20453,Weather delay,2025-02-09T14:31:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 22493, ""truck_count"": 3, ""contract_ref"": ""CNTR-20453"", ""storage_location"": ""TankFarm-4""}"
431,Group B,BPCL-TXN-8317096,outgoing,Neha Gupta,neha.gupta@bpcl.co.in,681600.33,INR,HSD,11443,TRK5468,TID243057,2025-01-04,,TankFarm-5,CNTR-24551,Documentation pending,2025-01-23T20:54:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 11443, ""truck_count"": 1, ""contract_ref"": ""CNTR-24551"", ""storage_location"": ""TankFarm-5""}"
432,Group C,BPCL-TXN-9151075,incoming,Meera Sharma,meera.sharma@bpcl.co.in,65112.27,INR,MS,25572,"TRK5882,TRK2041,TRK7668,TRK6954,TRK2479","TID516174,TID980605,TID859414,TID983687,TID247388",,2025-01-31,TankFarm-2,CNTR-29354,Documentation pending,2025-01-16T16:42:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 25572, ""truck_count"": 5, ""contract_ref"": ""CNTR-29354"", ""storage_location"": ""TankFarm-2""}"
433,Group A,BPCL-TXN-9812402,outgoing,Vikram Singh,vikram.singh@bpcl.co.in,666309.53,INR,HSD,9013,TRK6134,TID445281,2025-03-16,,TankFarm-12,CNTR-26388,Weather delay,2025-02-24T06:09:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 9013, ""truck_count"": 1, ""contract_ref"": ""CNTR-26388"", ""storage_location"": ""TankFarm-12""}"
434,Group B,BPCL-TXN-4592146,incoming,Vikram Singh,vikram.singh@bpcl.co.in,321072.28,INR,Naphtha,8665,"TRK9740,TRK7139,TRK2850,TRK6185","TID672255,TID544366,TID597920,TID815903",,2025-02-01,TankFarm-5,CNTR-22374,Gate pass pending,2025-03-02T22:23:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 8665, ""truck_count"": 4, ""contract_ref"": ""CNTR-22374"", ""storage_location"": ""TankFarm-5""}"
435,Group C,BPCL-TXN-1353566,outgoing,Pooja Bansal,pooja.bansal@bpcl.co.in,50236.84,INR,MS,16707,TRK5144,TID679577,2025-02-19,,TankFarm-5,CNTR-25945,Requires escort,2025-03-10T07:54:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 16707, ""truck_count"": 1, ""contract_ref"": ""CNTR-25945"", ""storage_location"": ""TankFarm-5""}"
436,Group A,BPCL-TXN-1131971,incoming,Kavita Jain,kavita.jain@bpcl.co.in,697442.87,INR,LDO,24719,TRK4857,TID411870,,2025-01-27,TankFarm-3,CNTR-27190,Gate pass pending,2025-03-24T13:50:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 24719, ""truck_count"": 1, ""contract_ref"": ""CNTR-27190"", ""storage_location"": ""TankFarm-3""}"
437,Group B,BPCL-TXN-2343763,incoming,Ajay Singh,ajay.singh@bpcl.co.in,366541.18,INR,ATF,26805,"TRK7920,TRK2644,TRK3627,TRK5275,TRK9295,TRK2087","TID468948,TID541314,TID731364,TID864654,TID952941,TID674334",,2025-02-11,TankFarm-8,CNTR-20448,Standard operation,2025-03-24T20:11:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 26805, ""truck_count"": 6, ""contract_ref"": ""CNTR-20448"", ""storage_location"": ""TankFarm-8""}"
438,Group C,BPCL-TXN-3283248,outgoing,Ramesh Jain,ramesh.jain@bpcl.co.in,170054.61,INR,LDO,21560,TRK2347,TID216211,2025-01-21,,TankFarm-4,CNTR-28460,Customs hold,2025-03-18T21:26:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 21560, ""truck_count"": 1, ""contract_ref"": ""CNTR-28460"", ""storage_location"": ""TankFarm-4""}"
439,Group A,BPCL-TXN-6358628,outgoing,Rahul Singh,rahul.singh@bpcl.co.in,658291.74,INR,HSD,18083,TRK3842,TID820861,2025-03-17,,TankFarm-6,CNTR-24616,Weather delay,2025-01-11T13:23:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 18083, ""truck_count"": 1, ""contract_ref"": ""CNTR-24616"", ""storage_location"": ""TankFarm-6""}"
440,Group B,BPCL-TXN-7330379,incoming,Ajay Bansal,ajay.bansal@bpcl.co.in,187753.17,INR,MS,41603,"TRK4747,TRK2457,TRK8576,TRK4248,TRK5289,TRK3764","TID152201,TID520515,TID748024,TID549737,TID729557,TID372795",,2025-01-20,TankFarm-2,CNTR-26028,Customs hold,2025-03-14T03:00:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 41603, ""truck_count"": 6, ""contract_ref"": ""CNTR-26028"", ""storage_location"": ""TankFarm-2""}"
441,Group C,BPCL-TXN-8300752,outgoing,Meera Singh,meera.singh@bpcl.co.in,624761.65,INR,ATF,8766,TRK4677,TID848225,2025-01-27,,TankFarm-4,CNTR-24361,Priority consignment,2025-03-05T12:08:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 8766, ""truck_count"": 1, ""contract_ref"": ""CNTR-24361"", ""storage_location"": ""TankFarm-4""}"
442,Group A,BPCL-TXN-4466272,incoming,Anil Desai,anil.desai@bpcl.co.in,746525.4,INR,LDO,49380,"TRK7853,TRK3955","TID528368,TID930958",,2025-01-19,TankFarm-1,CNTR-24754,Priority consignment,2025-01-31T19:28:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 49380, ""truck_count"": 2, ""contract_ref"": ""CNTR-24754"", ""storage_location"": ""TankFarm-1""}"
443,Group B,BPCL-TXN-7201492,outgoing,Anil Gupta,anil.gupta@bpcl.co.in,494245.79,INR,MS,1676,TRK8682,TID239675,2025-02-11,,TankFarm-12,CNTR-26513,Weather delay,2025-02-19T22:27:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 1676, ""truck_count"": 1, ""contract_ref"": ""CNTR-26513"", ""storage_location"": ""TankFarm-12""}"
444,Group C,BPCL-TXN-5298752,outgoing,Priya Patel,priya.patel@bpcl.co.in,428824.98,INR,MS,22814,TRK4847,TID593808,2025-02-15,,TankFarm-10,CNTR-29801,Standard operation,2025-01-01T08:32:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 22814, ""truck_count"": 1, ""contract_ref"": ""CNTR-29801"", ""storage_location"": ""TankFarm-10""}"
445,Group A,BPCL-TXN-6075231,outgoing,Neha Gupta,neha.gupta@bpcl.co.in,293903.38,INR,Naphtha,3695,TRK3938,TID372935,2025-01-22,,TankFarm-9,CNTR-28074,Gate pass pending,2025-03-01T04:05:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 3695, ""truck_count"": 1, ""contract_ref"": ""CNTR-28074"", ""storage_location"": ""TankFarm-9""}"
446,Group B,BPCL-TXN-9899034,incoming,Neha Mehta,neha.mehta@bpcl.co.in,213794.36,INR,LDO,7894,"TRK9179,TRK5603","TID884149,TID478108",,2025-02-25,TankFarm-5,CNTR-24312,Priority consignment,2025-03-08T10:27:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 7894, ""truck_count"": 2, ""contract_ref"": ""CNTR-24312"", ""storage_location"": ""TankFarm-5""}"
447,Group C,BPCL-TXN-6293931,outgoing,Sahil Singh,sahil.singh@bpcl.co.in,578664.67,INR,HSD,37416,TRK8208,TID155807,2025-01-25,,TankFarm-3,CNTR-20894,Weather delay,2025-01-24T01:30:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 37416, ""truck_count"": 1, ""contract_ref"": ""CNTR-20894"", ""storage_location"": ""TankFarm-3""}"
448,Group A,BPCL-TXN-8837188,incoming,Neha Patel,neha.patel@bpcl.co.in,746521.26,INR,ATF,7673,"TRK6841,TRK8949,TRK8499,TRK9077","TID217955,TID986925,TID854727,TID255245",,2025-01-16,TankFarm-6,CNTR-21533,Weather delay,2025-02-06T05:53:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 7673, ""truck_count"": 4, ""contract_ref"": ""CNTR-21533"", ""storage_location"": ""TankFarm-6""}"
449,Group B,BPCL-TXN-9535203,incoming,Ajay Rao,ajay.rao@bpcl.co.in,433354.36,INR,Naphtha,18919,"TRK1067,TRK9618,TRK3958,TRK7822,TRK2258","TID358114,TID905572,TID622307,TID809790,TID198886",,2025-02-12,TankFarm-1,CNTR-24657,Requires escort,2025-02-20T11:37:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 18919, ""truck_count"": 5, ""contract_ref"": ""CNTR-24657"", ""storage_location"": ""TankFarm-1""}"
450,Group C,BPCL-TXN-2779557,outgoing,Ajay Verma,ajay.verma@bpcl.co.in,136487.21,INR,MS,31161,TRK8861,TID576111,2025-03-22,,TankFarm-5,CNTR-29735,Standard operation,2025-02-12T01:41:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 31161, ""truck_count"": 1, ""contract_ref"": ""CNTR-29735"", ""storage_location"": ""TankFarm-5""}"
451,Group A,BPCL-TXN-8601790,outgoing,Ketan Khosla,ketan.khosla@bpcl.co.in,749870.3,INR,Naphtha,9475,TRK4463,TID151047,2025-03-24,,TankFarm-5,CNTR-25294,Standard operation,2025-01-10T17:38:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 9475, ""truck_count"": 1, ""contract_ref"": ""CNTR-25294"", ""storage_location"": ""TankFarm-5""}"
452,Group B,BPCL-TXN-7691735,incoming,Vikram Mehta,vikram.mehta@bpcl.co.in,199058.1,INR,ATF,10845,TRK4411,TID270855,,2025-02-19,TankFarm-7,CNTR-24668,Customs hold,2025-01-16T09:31:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 10845, ""truck_count"": 1, ""contract_ref"": ""CNTR-24668"", ""storage_location"": ""TankFarm-7""}"
453,Group C,BPCL-TXN-6202636,outgoing,Kavita Gupta,kavita.gupta@bpcl.co.in,462547.36,INR,LDO,7298,TRK7020,TID637555,2025-01-26,,TankFarm-8,CNTR-27298,Quality check required,2025-03-02T08:36:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 7298, ""truck_count"": 1, ""contract_ref"": ""CNTR-27298"", ""storage_location"": ""TankFarm-8""}"
454,Group A,BPCL-TXN-2513679,outgoing,Meera Jain,meera.jain@bpcl.co.in,612970.91,INR,Naphtha,13213,TRK8112,TID761322,2025-02-24,,TankFarm-2,CNTR-20662,Documentation pending,2025-02-13T14:43:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 13213, ""truck_count"": 1, ""contract_ref"": ""CNTR-20662"", ""storage_location"": ""TankFarm-2""}"
455,Group B,BPCL-TXN-3601637,incoming,Kavita Singh,kavita.singh@bpcl.co.in,407277.07,INR,Naphtha,10503,"TRK8671,TRK8165,TRK2297","TID940480,TID600811,TID414985",,2025-01-20,TankFarm-3,CNTR-24921,Weather delay,2025-03-08T13:18:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 10503, ""truck_count"": 3, ""contract_ref"": ""CNTR-24921"", ""storage_location"": ""TankFarm-3""}"
456,Group C,BPCL-TXN-2284002,outgoing,Kavita Sharma,kavita.sharma@bpcl.co.in,397225.53,INR,Naphtha,28847,TRK7766,TID199074,2025-03-01,,TankFarm-11,CNTR-29313,Priority consignment,2025-02-15T08:37:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 28847, ""truck_count"": 1, ""contract_ref"": ""CNTR-29313"", ""storage_location"": ""TankFarm-11""}"
457,Group A,BPCL-TXN-9446398,incoming,Ramesh Patel,ramesh.patel@bpcl.co.in,561874.22,INR,ATF,16767,"TRK7438,TRK1741","TID187336,TID536471",,2025-04-01,TankFarm-5,CNTR-25143,Temperature sensitive,2025-03-27T14:39:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 16767, ""truck_count"": 2, ""contract_ref"": ""CNTR-25143"", ""storage_location"": ""TankFarm-5""}"
458,Group B,BPCL-TXN-6726640,outgoing,Kavita Mehta,kavita.mehta@bpcl.co.in,178024.57,INR,MS,17994,TRK2742,TID554871,2025-03-10,,TankFarm-1,CNTR-20095,Quality check required,2025-01-15T00:10:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 17994, ""truck_count"": 1, ""contract_ref"": ""CNTR-20095"", ""storage_location"": ""TankFarm-1""}"
459,Group C,BPCL-TXN-8720254,outgoing,Sahil Jain,sahil.jain@bpcl.co.in,654865.88,INR,Naphtha,32897,TRK5961,TID748543,2025-03-20,,TankFarm-6,CNTR-26471,Priority consignment,2025-01-12T04:08:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 32897, ""truck_count"": 1, ""contract_ref"": ""CNTR-26471"", ""storage_location"": ""TankFarm-6""}"
460,Group A,BPCL-TXN-2877580,incoming,Ajay Sharma,ajay.sharma@bpcl.co.in,529623.52,INR,HSD,6757,"TRK8882,TRK3378","TID781301,TID353524",,2025-02-25,TankFarm-11,CNTR-28824,Weather delay,2025-01-12T09:49:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 6757, ""truck_count"": 2, ""contract_ref"": ""CNTR-28824"", ""storage_location"": ""TankFarm-11""}"
461,Group B,BPCL-TXN-8952217,incoming,Neha Sharma,neha.sharma@bpcl.co.in,109432.64,INR,HSD,34180,"TRK8724,TRK1321,TRK8364,TRK4975","TID311118,TID409153,TID697091,TID969742",,2025-02-20,TankFarm-1,CNTR-25469,Standard operation,2025-01-14T20:54:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 34180, ""truck_count"": 4, ""contract_ref"": ""CNTR-25469"", ""storage_location"": ""TankFarm-1""}"
462,Group C,BPCL-TXN-7974052,outgoing,Ajay Singh,ajay.singh@bpcl.co.in,559381.78,INR,Naphtha,37326,TRK5764,TID138815,2025-03-04,,TankFarm-7,CNTR-27964,Documentation pending,2025-03-17T23:39:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 37326, ""truck_count"": 1, ""contract_ref"": ""CNTR-27964"", ""storage_location"": ""TankFarm-7""}"
463,Group A,BPCL-TXN-9185628,outgoing,Sunita Khosla,sunita.khosla@bpcl.co.in,69010.89,INR,MS,28656,TRK6174,TID680130,2025-01-09,,TankFarm-5,CNTR-26834,Temperature sensitive,2025-01-15T15:39:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 28656, ""truck_count"": 1, ""contract_ref"": ""CNTR-26834"", ""storage_location"": ""TankFarm-5""}"
464,Group B,BPCL-TXN-6817736,outgoing,Rahul Khosla,rahul.khosla@bpcl.co.in,341266.75,INR,HSD,19875,TRK4149,TID592034,2025-02-14,,TankFarm-8,CNTR-23802,Documentation pending,2025-01-29T18:58:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 19875, ""truck_count"": 1, ""contract_ref"": ""CNTR-23802"", ""storage_location"": ""TankFarm-8""}"
465,Group C,BPCL-TXN-8859576,outgoing,Amit Rao,amit.rao@bpcl.co.in,549171.38,INR,ATF,28319,TRK6902,TID934637,2025-03-02,,TankFarm-3,CNTR-23394,Priority consignment,2025-03-30T23:05:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 28319, ""truck_count"": 1, ""contract_ref"": ""CNTR-23394"", ""storage_location"": ""TankFarm-3""}"
466,Group A,BPCL-TXN-3165880,outgoing,Amit Desai,amit.desai@bpcl.co.in,138327.72,INR,ATF,7612,TRK7815,TID617708,2025-02-08,,TankFarm-4,CNTR-23431,Documentation pending,2025-01-07T00:22:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 7612, ""truck_count"": 1, ""contract_ref"": ""CNTR-23431"", ""storage_location"": ""TankFarm-4""}"
467,Group B,BPCL-TXN-6990202,outgoing,Pooja Mehta,pooja.mehta@bpcl.co.in,151668.23,INR,Naphtha,3095,TRK2043,TID454140,2025-02-25,,TankFarm-2,CNTR-23714,Requires escort,2025-03-13T07:31:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 3095, ""truck_count"": 1, ""contract_ref"": ""CNTR-23714"", ""storage_location"": ""TankFarm-2""}"
468,Group C,BPCL-TXN-6709692,incoming,Meera Verma,meera.verma@bpcl.co.in,582796.08,INR,Naphtha,22530,"TRK9444,TRK2706","TID840719,TID152871",,2025-02-26,TankFarm-8,CNTR-21817,Requires escort,2025-03-20T19:50:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 22530, ""truck_count"": 2, ""contract_ref"": ""CNTR-21817"", ""storage_location"": ""TankFarm-8""}"
469,Group A,BPCL-TXN-2709062,outgoing,Ajay Nair,ajay.nair@bpcl.co.in,55427.84,INR,MS,11947,TRK2934,TID315363,2025-02-16,,TankFarm-3,CNTR-24786,Temperature sensitive,2025-03-06T15:46:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 11947, ""truck_count"": 1, ""contract_ref"": ""CNTR-24786"", ""storage_location"": ""TankFarm-3""}"
470,Group B,BPCL-TXN-3588652,outgoing,Pooja Verma,pooja.verma@bpcl.co.in,267590.46,INR,HSD,9059,TRK4307,TID560438,2025-02-23,,TankFarm-1,CNTR-24019,Temperature sensitive,2025-02-13T09:32:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 9059, ""truck_count"": 1, ""contract_ref"": ""CNTR-24019"", ""storage_location"": ""TankFarm-1""}"
471,Group C,BPCL-TXN-5463001,incoming,Ketan Khosla,ketan.khosla@bpcl.co.in,572262.78,INR,LDO,46251,"TRK5021,TRK3483,TRK9677,TRK7909,TRK4738,TRK3260","TID940715,TID549653,TID533491,TID529191,TID581037,TID993796",,2025-03-08,TankFarm-11,CNTR-25927,Standard operation,2025-02-26T04:49:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 46251, ""truck_count"": 6, ""contract_ref"": ""CNTR-25927"", ""storage_location"": ""TankFarm-11""}"
472,Group A,BPCL-TXN-9679670,incoming,Priya Patel,priya.patel@bpcl.co.in,270270.13,INR,ATF,15769,"TRK2007,TRK7443,TRK1607,TRK3473","TID702466,TID160617,TID762288,TID848022",,2025-03-26,TankFarm-9,CNTR-24845,Quality check required,2025-02-21T21:44:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 15769, ""truck_count"": 4, ""contract_ref"": ""CNTR-24845"", ""storage_location"": ""TankFarm-9""}"
473,Group B,BPCL-TXN-6105693,outgoing,Sahil Khosla,sahil.khosla@bpcl.co.in,252429.05,INR,LDO,1517,TRK5583,TID653429,2025-03-20,,TankFarm-3,CNTR-26618,Temperature sensitive,2025-03-24T06:56:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 1517, ""truck_count"": 1, ""contract_ref"": ""CNTR-26618"", ""storage_location"": ""TankFarm-3""}"
474,Group C,BPCL-TXN-8417942,incoming,Sahil Verma,sahil.verma@bpcl.co.in,668564.3,INR,ATF,17929,"TRK2380,TRK1605,TRK9805","TID450741,TID508937,TID860321",,2025-01-17,TankFarm-9,CNTR-28860,Priority consignment,2025-01-28T02:32:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 17929, ""truck_count"": 3, ""contract_ref"": ""CNTR-28860"", ""storage_location"": ""TankFarm-9""}"
475,Group A,BPCL-TXN-9746564,outgoing,Ketan Gupta,ketan.gupta@bpcl.co.in,141019.82,INR,MS,36385,TRK5238,TID353063,2025-02-08,,TankFarm-12,CNTR-26926,Documentation pending,2025-01-15T23:03:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 36385, ""truck_count"": 1, ""contract_ref"": ""CNTR-26926"", ""storage_location"": ""TankFarm-12""}"
476,Group B,BPCL-TXN-5357990,outgoing,Pooja Nair,pooja.nair@bpcl.co.in,281993.18,INR,MS,9175,TRK8352,TID412434,2025-03-15,,TankFarm-12,CNTR-20085,Temperature sensitive,2025-02-13T07:51:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 9175, ""truck_count"": 1, ""contract_ref"": ""CNTR-20085"", ""storage_location"": ""TankFarm-12""}"
477,Group C,BPCL-TXN-9947098,outgoing,Ajay Bansal,ajay.bansal@bpcl.co.in,194532.48,INR,LDO,19647,TRK3293,TID849051,2025-02-18,,TankFarm-9,CNTR-24057,Requires escort,2025-02-11T16:37:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 19647, ""truck_count"": 1, ""contract_ref"": ""CNTR-24057"", ""storage_location"": ""TankFarm-9""}"
